DoseRespID,ObsID,Dose,DoseUnit,TotalAnimals,WithTumours
69701,31754,20,mg/kg bw,50,1
76880,31755,20,mg/kg bw,50,0
26895,31840,20,mg/kg bw,50,0
25255,31841,20,mg/kg bw,50,3
105547,31940,20,mg/kg bw,50,3
91261,31941,20,mg/kg bw,50,0
105548,32017,20,mg/kg bw,50,0
112804,32193,20,mg/kg bw,50,0
69702,32382,20,mg/kg bw,50,0
76881,32481,20,mg/kg bw,50,0
98403,32591,20,mg/kg bw,50,1
91262,32745,20,mg/kg bw,50,0
26896,32805,20,mg/kg bw,50,3
16675,32940,20,mg/kg bw,50,0
15004,32941,20,mg/kg bw,50,7
105549,33010,20,mg/kg bw,50,1
119969,33052,20,mg/kg bw,50,0
91263,33105,20,mg/kg bw,50,0
105550,33165,20,mg/kg bw,50,1
105551,33410,20,mg/kg bw,50,0
112805,33411,20,mg/kg bw,50,0
137887,35494,20,ug/kg/day,25,25
141692,36042,20,ug/kg/day,50,13
180797,36311,20,mg/kg/day,52,37
180800,36312,20,mg/kg/day,52,6
180803,36313,20,mg/kg/day,52,4
180812,36314,20,mg/kg/day,51,34
180815,36315,20,mg/kg/day,51,11
180818,36316,20,mg/kg/day,51,2
182199,36380,20,mg/kg/day,50,0
182202,36381,20,mg/kg/day,50,0
182208,36382,20,mg/kg/day,50,0
182217,36383,20,mg/kg/day,50,6
182220,36384,20,mg/kg/day,50,5
141695,37286,20,ug/kg/day,50,39
180806,37691,20,mg/kg/day,52,2
180821,37692,20,mg/kg/day,51,1
182205,37771,20,mg/kg/day,50,8
168794,38260,20,mg/kg/day,47,34
168795,38261,20,mg/kg/day,47,34
168796,38262,20,mg/kg/day,47,16
168797,40155,20,mg/kg/day,49,18
138489,40483,20,ug/kg/day,20,2
171492,41365,20,mg/kg/day,35,1
140177,41885,20,ug/kg/day,20,9
140178,41886,20,ug/kg/day,20,7
174026,42059,20,mg/kg/day,6,1
180789,43845,20,mg/kg/day,6,2
180790,43846,20,mg/kg/day,6,2
180809,43848,20,mg/kg/day,52,1
182211,44107,20,mg/kg/day,50,1
182214,44108,20,mg/kg/day,50,5
182223,44109,20,mg/kg/day,50,0
144676,44117,20,ug/kg/day,24,0
168798,44911,20,mg/kg/day,47,1
138491,45239,20,ug/kg/day,20,0
171496,46030,20,mg/kg/day,35,0
182226,48591,20,mg/kg/day,50,0
182229,48592,20,mg/kg/day,50,3
182232,48593,20,mg/kg/day,50,7
144670,48607,20,ug/kg/day,6,0
144673,48608,20,ug/kg/day,6,0
144679,48609,20,ug/kg/day,24,0
144695,48614,20,ug/kg/day,20,0
184018,49006,20,mg/kg/day,18,0
153793,54472,20,mg/kg/day,50,35
153795,56636,20,mg/kg/day,50,2
141861,36053,20.8,ug/kg/day,61,41
141875,36054,20.8,ug/kg/day,72,1
141882,36055,20.8,ug/kg/day,69,0
141924,36058,20.8,ug/kg/day,69,10
141931,36059,20.8,ug/kg/day,53,3
141938,36060,20.8,ug/kg/day,72,2
141945,36061,20.8,ug/kg/day,62,6
141952,36062,20.8,ug/kg/day,71,1
142001,36065,20.8,ug/kg/day,67,50
142008,36066,20.8,ug/kg/day,72,0
142057,36069,20.8,ug/kg/day,53,46
141868,37307,20.8,ug/kg/day,51,10
141889,37308,20.8,ug/kg/day,62,5
141896,37309,20.8,ug/kg/day,61,3
141959,37311,20.8,ug/kg/day,71,1
141966,37312,20.8,ug/kg/day,62,1
141973,37313,20.8,ug/kg/day,53,1
141980,37314,20.8,ug/kg/day,71,0
142015,37315,20.8,ug/kg/day,67,2
168567,38229,20.8,mg/kg/day,49,21
168568,40035,20.8,mg/kg/day,49,23
168569,40036,20.8,mg/kg/day,49,2
168570,44809,20.8,mg/kg/day,49,2
142022,47460,20.8,ug/kg/day,61,5
142029,47461,20.8,ug/kg/day,54,4
142064,47463,20.8,ug/kg/day,53,1
142071,47464,20.8,ug/kg/day,48,14
179966,37589,20.9,mg/kg/day,75,2
179969,37590,20.9,mg/kg/day,75,2
179975,37591,20.9,mg/kg/day,75,11
179978,37592,20.9,mg/kg/day,75,8
179981,37593,20.9,mg/kg/day,75,2
179972,43621,20.9,mg/kg/day,75,4
179984,43622,20.9,mg/kg/day,75,1
179987,48096,20.9,mg/kg/day,75,0
179990,48097,20.9,mg/kg/day,75,2
180791,43847,21,mg/kg/day,15,2
180792,48316,21,mg/kg/day,15,0
180793,48317,21,mg/kg/day,15,0
180847,53729,21,mg/kg/day,10,10
180848,53730,21,mg/kg/day,10,10
180857,53731,21,mg/kg/day,10,10
137870,39567,21.5,ug/kg/day,6,6
137871,39568,21.5,ug/kg/day,6,6
137872,39569,21.5,ug/kg/day,6,6
173675,46551,21.5,mg/kg/day,50,0
173679,46552,21.5,mg/kg/day,50,0
173683,46553,21.5,mg/kg/day,50,29
169024,40270,22,mg/kg/day,36,1
169025,45016,22,mg/kg/day,36,9
153040,56468,22.3,mg/kg/day,50,11
153042,56469,22.3,mg/kg/day,50,8
153044,56470,22.3,mg/kg/day,50,2
109522,8471,22.5,mg/kg bw,10,0
180824,36317,22.6,mg/kg/day,24,24
180826,36318,22.6,mg/kg/day,24,24
180828,36319,22.6,mg/kg/day,24,24
178518,39360,22.9,mg/kg/day,37,22
178519,39361,22.9,mg/kg/day,37,22
178520,39362,22.9,mg/kg/day,37,22
175170,42378,23,mg/kg/day,78,1
175172,46937,23,mg/kg/day,78,0
175174,46938,23,mg/kg/day,78,2
175176,46939,23,mg/kg/day,78,56
175178,46940,23,mg/kg/day,78,38
175180,46941,23,mg/kg/day,78,73
176252,42674,23.2,mg/kg/day,48,1
176256,42675,23.2,mg/kg/day,48,19
176254,47190,23.2,mg/kg/day,48,0
175321,46973,23.4,mg/kg/day,20,1
166798,50807,23.5,mg/kg/day,50,44
166807,53444,23.5,mg/kg/day,50,4
166810,53445,23.5,mg/kg/day,50,1
166819,53446,23.5,mg/kg/day,50,2
166822,53447,23.5,mg/kg/day,50,2
166801,53978,23.5,mg/kg/day,50,28
166804,53979,23.5,mg/kg/day,50,28
166813,53980,23.5,mg/kg/day,50,45
166816,56027,23.5,mg/kg/day,50,1
180795,48319,23.7,mg/kg/day,33,0
173770,36975,23.8,mg/kg/day,49,2
173772,36976,23.8,mg/kg/day,49,2
173774,36977,23.8,mg/kg/day,49,21
173520,41944,23.8,mg/kg/day,35,8
173521,41945,23.8,mg/kg/day,35,3
173522,41946,23.8,mg/kg/day,35,4
173523,41947,23.8,mg/kg/day,35,15
173524,41948,23.8,mg/kg/day,21,3
173525,41949,23.8,mg/kg/day,21,3
173526,41950,23.8,mg/kg/day,21,7
180794,48318,23.8,mg/kg/day,33,0
182975,37810,24,mg/kg/day,50,8
141344,42758,24,ug/kg/day,60,2
141347,47267,24,ug/kg/day,60,0
141350,47268,24,ug/kg/day,60,27
141353,47269,24,ug/kg/day,60,58
141356,47270,24,ug/kg/day,60,0
141359,47271,24,ug/kg/day,60,49
180916,48362,24,mg/kg/day,10,0
180918,48363,24,mg/kg/day,10,0
173659,41966,24.6,mg/kg/day,50,0
173663,46548,24.6,mg/kg/day,50,2
173667,46549,24.6,mg/kg/day,50,1
173671,46550,24.6,mg/kg/day,50,40
137885,35493,25,ug/kg/day,33,26
141686,36041,25,ug/kg/day,50,3
179962,36260,25,mg/kg/day,50,0
141689,37285,25,ug/kg/day,50,32
168561,38228,25,mg/kg/day,50,25
168562,40030,25,mg/kg/day,50,22
168563,40031,25,mg/kg/day,50,10
168564,40032,25,mg/kg/day,50,9
168565,40033,25,mg/kg/day,50,6
168566,40034,25,mg/kg/day,50,5
178962,43336,25,mg/kg/day,50,3
178965,43337,25,mg/kg/day,50,17
178968,43338,25,mg/kg/day,50,9
178977,43339,25,mg/kg/day,50,22
178980,43340,25,mg/kg/day,50,8
178983,43341,25,mg/kg/day,50,27
178986,43342,25,mg/kg/day,50,1
178989,43343,25,mg/kg/day,50,4
178998,43344,25,mg/kg/day,50,2
179001,43345,25,mg/kg/day,50,21
179007,43346,25,mg/kg/day,65,25
179010,43347,25,mg/kg/day,65,1
179016,43348,25,mg/kg/day,65,13
179019,43349,25,mg/kg/day,65,50
179022,43350,25,mg/kg/day,65,46
179025,43351,25,mg/kg/day,65,1
179028,43352,25,mg/kg/day,65,2
179034,43353,25,mg/kg/day,65,16
179037,43354,25,mg/kg/day,65,26
171488,46029,25,mg/kg/day,35,0
174778,46851,25,mg/kg/day,12,0
178971,47827,25,mg/kg/day,50,1
178974,47828,25,mg/kg/day,50,2
178992,47829,25,mg/kg/day,50,11
178995,47830,25,mg/kg/day,50,7
179004,47831,25,mg/kg/day,50,21
179013,47832,25,mg/kg/day,65,23
179031,47833,25,mg/kg/day,65,6
179040,47834,25,mg/kg/day,65,12
144692,48613,25,ug/kg/day,25,0
153791,51582,25,mg/kg/day,50,8
153787,54471,25,mg/kg/day,50,8
153789,56635,25,mg/kg/day,50,36
176126,39212,25.4,mg/kg/day,12,8
176127,42629,25.4,mg/kg/day,12,6
176128,42630,25.4,mg/kg/day,12,3
182971,48767,26,mg/kg/day,49,4
162722,50434,26,mg/kg/day,50,14
162726,50435,26,mg/kg/day,50,1
162728,50436,26,mg/kg/day,50,1
162724,52998,26,mg/kg/day,50,13
162730,52999,26,mg/kg/day,50,36
162732,57762,26,mg/kg/day,50,3
138175,40238,26.2,ug/kg/day,30,2
159478,50120,26.3,mg/kg/day,50,44
159482,50121,26.3,mg/kg/day,50,12
159484,50122,26.3,mg/kg/day,50,11
159488,50123,26.3,mg/kg/day,50,5
159480,51008,26.3,mg/kg/day,50,16
159486,52615,26.3,mg/kg/day,50,9
159490,52616,26.3,mg/kg/day,50,5
159492,52617,26.3,mg/kg/day,50,1
159494,52618,26.3,mg/kg/day,50,7
159496,52619,26.3,mg/kg/day,50,3
162348,52961,26.3,mg/kg/day,50,9
159474,55315,26.3,mg/kg/day,50,43
159476,55316,26.3,mg/kg/day,50,0
159498,55317,26.3,mg/kg/day,50,41
162350,55615,26.3,mg/kg/day,50,1
159472,56076,26.3,mg/kg/day,50,1
159500,57430,26.3,mg/kg/day,50,0
175157,42376,26.8,mg/kg/day,75,53
175159,42377,26.8,mg/kg/day,75,34
175151,46926,26.8,mg/kg/day,75,10
175153,46927,26.8,mg/kg/day,75,22
175155,46928,26.8,mg/kg/day,75,3
175161,46929,26.8,mg/kg/day,75,30
173120,38840,27.6,mg/kg/day,30,15
174025,38991,27.6,mg/kg/day,60,27
173121,46414,27.6,mg/kg/day,30,1
151059,51135,27.7,mg/kg/day,50,6
159243,52576,27.7,mg/kg/day,50,8
159245,57405,27.7,mg/kg/day,50,0
159247,57406,27.7,mg/kg/day,50,46
159249,57407,27.7,mg/kg/day,50,0
153038,51438,28,mg/kg/day,50,4
153034,56466,28,mg/kg/day,50,15
153036,56467,28,mg/kg/day,50,0
173517,41941,28.6,mg/kg/day,12,4
173518,41942,28.6,mg/kg/day,12,2
173519,41943,28.6,mg/kg/day,12,6
173277,46464,28.6,mg/kg/day,50,35
173279,46465,28.6,mg/kg/day,50,23
173514,46531,28.6,mg/kg/day,18,0
173515,46532,28.6,mg/kg/day,18,0
173516,46533,28.6,mg/kg/day,18,0
166795,56026,29.3,mg/kg/day,50,1
166792,58074,29.3,mg/kg/day,50,44
175319,42413,29.5,mg/kg/day,20,2
175320,46972,29.5,mg/kg/day,20,4
138448,35545,30,ug/kg/day,92,48
138450,35546,30,ug/kg/day,88,34
138452,35547,30,ug/kg/day,93,26
177988,36151,30,mg/kg/day,24,5
179703,37578,30,mg/kg/day,15,1
179705,37579,30,mg/kg/day,15,1
144474,37736,30,ug/kg/day,50,0
182236,44110,30,mg/kg/day,50,0
182239,44111,30,mg/kg/day,50,1
177991,47692,30,mg/kg/day,24,0
144468,48526,30,ug/kg/day,50,0
144480,48527,30,ug/kg/day,50,0
144486,48528,30,ug/kg/day,50,0
144492,48529,30,ug/kg/day,50,0
182242,48594,30,mg/kg/day,50,0
183221,48878,30,mg/kg/day,15,0
183225,48879,30,mg/kg/day,15,0
170327,38530,30.1,mg/kg/day,98,27
170329,38531,30.1,mg/kg/day,98,35
170328,40813,30.1,mg/kg/day,98,8
172741,57315,31.3,mg/kg/day,22,1
172743,57316,31.3,mg/kg/day,22,12
170351,35576,31.4,mg/kg/day,30,16
170353,35577,31.4,mg/kg/day,30,15
170315,36790,31.4,mg/kg/day,40,3
170317,36791,31.4,mg/kg/day,40,7
170319,36792,31.4,mg/kg/day,40,10
170355,36793,31.4,mg/kg/day,30,1
170357,36794,31.4,mg/kg/day,25,9
170359,36795,31.4,mg/kg/day,25,7
170361,36796,31.4,mg/kg/day,25,2
170362,40817,31.4,mg/kg/day,25,12
170363,40818,31.4,mg/kg/day,25,8
170364,40819,31.4,mg/kg/day,25,4
168198,39955,31.6,mg/kg/day,18,1
168190,44764,31.6,mg/kg/day,17,1
168191,44765,31.6,mg/kg/day,17,0
168192,44766,31.6,mg/kg/day,17,1
168196,44770,31.6,mg/kg/day,18,0
168197,44771,31.6,mg/kg/day,18,0
154729,51114,32,mg/kg/day,35,1
153242,51469,32,mg/kg/day,35,1
162744,53000,32,mg/kg/day,50,2
162746,53001,32,mg/kg/day,50,1
162750,53002,32,mg/kg/day,50,2
154731,56124,32,mg/kg/day,35,0
154733,56125,32,mg/kg/day,35,0
153240,56521,32,mg/kg/day,35,16
162748,57766,32,mg/kg/day,50,46
170325,38529,32.2,mg/kg/day,18,11
170326,40812,32.2,mg/kg/day,18,3
175133,42373,32.2,mg/kg/day,78,7
175139,42374,32.2,mg/kg/day,78,61
175135,46916,32.2,mg/kg/day,78,9
175137,46917,32.2,mg/kg/day,78,1
175141,46918,32.2,mg/kg/day,78,43
175143,46919,32.2,mg/kg/day,78,38
138461,38343,32.5,ug/kg/day,66,45
160876,52738,32.8,mg/kg/day,51,37
160879,52739,32.8,mg/kg/day,51,25
160873,55465,32.8,mg/kg/day,51,2
160882,57575,32.8,mg/kg/day,51,7
169626,38366,33.9,mg/kg/day,17,8
169618,40535,33.9,mg/kg/day,18,3
169620,40536,33.9,mg/kg/day,18,4
169624,40539,33.9,mg/kg/day,17,3
169625,40540,33.9,mg/kg/day,17,2
168187,44761,33.9,mg/kg/day,18,0
168188,44762,33.9,mg/kg/day,18,0
168189,44763,33.9,mg/kg/day,18,2
168193,44767,33.9,mg/kg/day,18,0
168194,44768,33.9,mg/kg/day,18,0
168195,44769,33.9,mg/kg/day,18,0
169619,45265,33.9,mg/kg/day,18,1
170323,38528,34.1,mg/kg/day,17,13
170324,40811,34.1,mg/kg/day,17,2
172456,55084,34.3,mg/kg/day,21,9
172454,57288,34.3,mg/kg/day,21,0
159237,52575,34.5,mg/kg/day,50,11
159235,55273,34.5,mg/kg/day,50,11
159239,55274,34.5,mg/kg/day,50,46
159241,57404,34.5,mg/kg/day,50,0
154727,51703,34.7,mg/kg/day,35,0
154723,54561,34.7,mg/kg/day,35,5
154725,56830,34.7,mg/kg/day,35,0
180798,36311,35,mg/kg/day,52,37
180801,36312,35,mg/kg/day,52,9
180804,36313,35,mg/kg/day,52,5
180813,36314,35,mg/kg/day,51,34
180816,36315,35,mg/kg/day,51,8
180819,36316,35,mg/kg/day,51,5
180807,37691,35,mg/kg/day,52,2
180822,37692,35,mg/kg/day,51,1
180810,43848,35,mg/kg/day,52,0
166759,50804,35,mg/kg/day,50,39
166762,50805,35,mg/kg/day,50,17
166765,50806,35,mg/kg/day,50,31
166768,53438,35,mg/kg/day,50,49
166774,53439,35,mg/kg/day,50,48
166777,53440,35,mg/kg/day,50,3
166780,53441,35,mg/kg/day,50,41
166783,53442,35,mg/kg/day,50,0
166786,53443,35,mg/kg/day,50,50
166771,53580,35,mg/kg/day,50,49
166789,56025,35,mg/kg/day,50,9
165391,57950,35.5,mg/kg/day,50,38
165394,57951,35.5,mg/kg/day,50,22
165397,57952,35.5,mg/kg/day,50,15
173273,41850,35.7,mg/kg/day,49,8
173275,46463,35.7,mg/kg/day,50,7
184016,49005,35.7,mg/kg/day,10,0
175245,35933,36,mg/kg/day,93,20
175248,35934,36,mg/kg/day,93,17
180856,36323,36,mg/kg/day,5,5
175251,37105,36,mg/kg/day,94,10
180852,37698,36,mg/kg/day,10,5
184540,39619,36,mg/kg/day,5,5
175239,42393,36,mg/kg/day,24,2
175236,46953,36,mg/kg/day,24,0
175242,46954,36,mg/kg/day,24,2
183638,48959,36,mg/kg/day,20,0
183639,48960,36,mg/kg/day,20,0
162737,55669,36,mg/kg/day,50,26
162735,57763,36,mg/kg/day,50,36
162739,57764,36,mg/kg/day,50,6
169615,40534,36.4,mg/kg/day,18,1
169621,40537,36.4,mg/kg/day,18,1
169623,40538,36.4,mg/kg/day,18,2
169616,45263,36.4,mg/kg/day,18,1
169617,45264,36.4,mg/kg/day,18,2
169622,45266,36.4,mg/kg/day,18,0
170347,38537,37,mg/kg/day,30,10
170348,40815,37,mg/kg/day,30,5
170349,40816,37,mg/kg/day,30,5
177982,36150,37.5,mg/kg/day,24,18
171584,41408,37.5,mg/kg/day,18,11
171585,41409,37.5,mg/kg/day,18,3
140138,41838,37.5,ug/kg/day,16,0
140141,41839,37.5,ug/kg/day,16,1
172986,46392,37.5,mg/kg/day,48,31
140144,46453,37.5,ug/kg/day,16,0
140147,46454,37.5,ug/kg/day,16,0
140150,46455,37.5,ug/kg/day,16,1
177985,47691,37.5,mg/kg/day,24,0
170344,38535,37.7,mg/kg/day,30,8
170345,38536,37.7,mg/kg/day,30,8
170346,45583,37.7,mg/kg/day,30,0
166741,50801,37.9,mg/kg/day,50,42
166744,50802,37.9,mg/kg/day,50,11
166747,50803,37.9,mg/kg/day,50,12
166735,53434,37.9,mg/kg/day,50,42
166738,53435,37.9,mg/kg/day,50,42
166750,53436,37.9,mg/kg/day,50,4
166753,53437,37.9,mg/kg/day,50,47
166756,58073,37.9,mg/kg/day,50,5
155679,54707,38.1,mg/kg/day,50,0
155681,56988,38.1,mg/kg/day,50,43
155683,56989,38.1,mg/kg/day,50,7
153041,56468,38.3,mg/kg/day,50,11
153043,56469,38.3,mg/kg/day,50,6
153045,56470,38.3,mg/kg/day,50,1
141904,36056,38.4,ug/kg/day,68,56
141911,36057,38.4,ug/kg/day,59,34
141988,36063,38.4,ug/kg/day,70,65
141995,36064,38.4,ug/kg/day,40,5
142037,36067,38.4,ug/kg/day,71,70
142044,36068,38.4,ug/kg/day,64,36
142079,36070,38.4,ug/kg/day,62,39
142086,36071,38.4,ug/kg/day,58,3
142093,36072,38.4,ug/kg/day,61,17
142100,36073,38.4,ug/kg/day,62,2
141918,37310,38.4,ug/kg/day,59,2
142051,47462,38.4,ug/kg/day,64,0
180926,48367,38.4,mg/kg/day,10,0
180930,48369,38.4,mg/kg/day,5,0
184652,49135,38.4,mg/kg/day,5,0
169594,40521,38.5,mg/kg/day,17,2
169596,40522,38.5,mg/kg/day,17,3
169600,40525,38.5,mg/kg/day,18,4
169601,40526,38.5,mg/kg/day,18,1
169602,40527,38.5,mg/kg/day,18,6
169595,45252,38.5,mg/kg/day,17,1
175215,35927,39,mg/kg/day,93,30
175218,35928,39,mg/kg/day,93,36
175221,35929,39,mg/kg/day,89,18
175224,35930,39,mg/kg/day,90,6
175227,35931,39,mg/kg/day,88,4
175233,35932,39,mg/kg/day,89,3
175209,37102,39,mg/kg/day,24,3
175212,37103,39,mg/kg/day,24,1
175230,37104,39,mg/kg/day,89,3
175206,46952,39,mg/kg/day,24,0
160864,57572,39.4,mg/kg/day,50,31
160867,57573,39.4,mg/kg/day,50,15
160870,57574,39.4,mg/kg/day,50,3
69907,5,40,mg/kg bw,50,0
69908,134,40,mg/kg bw,50,1
84386,228,40,mg/kg bw,50,0
98617,251,40,mg/kg bw,50,0
120204,266,40,mg/kg bw,50,0
84387,279,40,mg/kg bw,50,0
84388,280,40,mg/kg bw,50,0
77113,295,40,mg/kg bw,50,0
77114,327,40,mg/kg bw,50,0
113011,373,40,mg/kg bw,50,1
84389,426,40,mg/kg bw,50,5
98618,427,40,mg/kg bw,50,7
15031,533,40,mg/kg bw,50,3
105766,534,40,mg/kg bw,50,1
84390,614,40,mg/kg bw,50,1
84391,668,40,mg/kg bw,50,0
120205,696,40,mg/kg bw,50,1
98619,1012,40,mg/kg bw,50,1
98620,1076,40,mg/kg bw,50,0
98621,1109,40,mg/kg bw,50,1
98622,1159,40,mg/kg bw,50,3
105767,1160,40,mg/kg bw,50,4
120206,1244,40,mg/kg bw,50,1
105768,1245,40,mg/kg bw,50,1
91494,1389,40,mg/kg bw,50,0
91495,1390,40,mg/kg bw,50,0
69909,1391,40,mg/kg bw,50,1
23566,1603,40,mg/kg bw,50,0
113012,1604,40,mg/kg bw,50,0
120207,1605,40,mg/kg bw,50,1
105769,1738,40,mg/kg bw,50,1
69910,1739,40,mg/kg bw,50,1
120208,1883,40,mg/kg bw,50,1
105770,1921,40,mg/kg bw,50,0
120209,1990,40,mg/kg bw,50,0
77115,1991,40,mg/kg bw,50,0
91496,2233,40,mg/kg bw,50,0
69911,2331,40,mg/kg bw,50,1
77116,2458,40,mg/kg bw,50,1
84392,2459,40,mg/kg bw,50,1
69912,2572,40,mg/kg bw,50,1
77117,2841,40,mg/kg bw,50,1
84393,2906,40,mg/kg bw,50,0
120210,2963,40,mg/kg bw,50,0
120211,2964,40,mg/kg bw,50,1
84394,3020,40,mg/kg bw,50,0
98623,3055,40,mg/kg bw,50,0
84395,3093,40,mg/kg bw,50,0
113013,3162,40,mg/kg bw,50,1
16706,3163,40,mg/kg bw,50,1
77118,3245,40,mg/kg bw,50,3
98624,3304,40,mg/kg bw,50,0
69913,3312,40,mg/kg bw,50,1
18352,3473,40,mg/kg bw,50,4
120212,3534,40,mg/kg bw,50,1
105771,3603,40,mg/kg bw,50,1
69914,3629,40,mg/kg bw,50,1
98625,3787,40,mg/kg bw,50,0
77119,3814,40,mg/kg bw,50,0
15032,3853,40,mg/kg bw,50,1
69915,3942,40,mg/kg bw,50,1
91497,4011,40,mg/kg bw,50,0
105772,4022,40,mg/kg bw,50,1
69916,4066,40,mg/kg bw,50,0
69917,4067,40,mg/kg bw,50,0
77120,4121,40,mg/kg bw,50,0
98626,4136,40,mg/kg bw,50,0
77121,4161,40,mg/kg bw,50,1
98627,4244,40,mg/kg bw,50,0
84396,4291,40,mg/kg bw,50,2
91499,4360,40,mg/kg bw,50,1
91498,4361,40,mg/kg bw,50,0
98628,4379,40,mg/kg bw,50,0
77122,4380,40,mg/kg bw,50,1
18353,4479,40,mg/kg bw,50,2
77123,4480,40,mg/kg bw,50,2
91500,4604,40,mg/kg bw,50,0
105773,4605,40,mg/kg bw,50,2
113014,4606,40,mg/kg bw,50,1
69918,4674,40,mg/kg bw,50,0
98629,4697,40,mg/kg bw,50,1
84397,4698,40,mg/kg bw,50,0
84398,4753,40,mg/kg bw,50,2
77124,4835,40,mg/kg bw,50,0
84399,4885,40,mg/kg bw,50,1
105774,4946,40,mg/kg bw,50,1
77125,4964,40,mg/kg bw,50,0
84400,4975,40,mg/kg bw,50,0
98630,5030,40,mg/kg bw,50,0
77126,5044,40,mg/kg bw,50,1
98631,5069,40,mg/kg bw,50,0
91501,5100,40,mg/kg bw,50,1
16707,5101,40,mg/kg bw,50,0
15033,5200,40,mg/kg bw,50,4
20123,5201,40,mg/kg bw,50,5
23567,5308,40,mg/kg bw,50,3
113015,5309,40,mg/kg bw,50,2
98632,5525,40,mg/kg bw,50,0
120213,5534,40,mg/kg bw,50,0
69919,6123,40,mg/kg bw,50,0
105775,6135,40,mg/kg bw,50,0
98633,6163,40,mg/kg bw,50,1
105776,6190,40,mg/kg bw,50,1
120214,6236,40,mg/kg bw,50,1
98634,6386,40,mg/kg bw,50,0
105777,6431,40,mg/kg bw,50,1
84401,6534,40,mg/kg bw,50,0
77127,6538,40,mg/kg bw,50,0
113016,6545,40,mg/kg bw,50,0
77128,6554,40,mg/kg bw,50,0
77129,6568,40,mg/kg bw,50,1
113017,6666,40,mg/kg bw,50,0
25284,6751,40,mg/kg bw,50,1
91502,6796,40,mg/kg bw,50,1
98635,6882,40,mg/kg bw,50,0
84402,6920,40,mg/kg bw,50,0
77130,6940,40,mg/kg bw,50,0
91503,6974,40,mg/kg bw,50,0
113018,6975,40,mg/kg bw,50,1
113019,7028,40,mg/kg bw,50,1
69920,7171,40,mg/kg bw,50,0
98636,7306,40,mg/kg bw,50,1
120215,7368,40,mg/kg bw,50,1
91504,7369,40,mg/kg bw,50,1
105778,7535,40,mg/kg bw,50,0
21891,7536,40,mg/kg bw,50,4
69921,7633,40,mg/kg bw,50,0
77131,7797,40,mg/kg bw,50,0
105779,7837,40,mg/kg bw,50,0
120216,7845,40,mg/kg bw,50,0
91505,7880,40,mg/kg bw,50,0
69922,7923,40,mg/kg bw,50,0
98637,7974,40,mg/kg bw,50,1
77132,7975,40,mg/kg bw,50,0
84403,7976,40,mg/kg bw,50,0
16708,8114,40,mg/kg bw,50,2
113020,8115,40,mg/kg bw,50,7
23568,8292,40,mg/kg bw,50,3
120217,8293,40,mg/kg bw,50,1
105780,8484,40,mg/kg bw,50,0
113021,8541,40,mg/kg bw,50,1
84404,8608,40,mg/kg bw,50,0
77133,8609,40,mg/kg bw,50,0
84405,8651,40,mg/kg bw,50,1
113022,8652,40,mg/kg bw,50,0
113023,8739,40,mg/kg bw,50,0
91506,8766,40,mg/kg bw,50,1
120218,8909,40,mg/kg bw,50,0
98638,8910,40,mg/kg bw,50,0
105781,8951,40,mg/kg bw,50,1
69923,9018,40,mg/kg bw,50,0
77134,9075,40,mg/kg bw,50,0
120219,9172,40,mg/kg bw,50,1
23569,9173,40,mg/kg bw,50,7
91507,9266,40,mg/kg bw,50,3
25285,9430,40,mg/kg bw,50,13
15034,9431,40,mg/kg bw,50,25
98639,9432,40,mg/kg bw,50,1
120220,9433,40,mg/kg bw,50,1
25286,9680,40,mg/kg bw,50,0
15035,9681,40,mg/kg bw,50,12
25287,9682,40,mg/kg bw,50,0
113024,9798,40,mg/kg bw,50,1
98640,9905,40,mg/kg bw,50,2
120221,9906,40,mg/kg bw,50,0
69924,9907,40,mg/kg bw,50,0
69925,10006,40,mg/kg bw,50,0
113025,10138,40,mg/kg bw,50,12
21892,10139,40,mg/kg bw,50,15
91508,10312,40,mg/kg bw,50,3
77135,10313,40,mg/kg bw,50,1
84406,10673,40,mg/kg bw,50,1
98641,10674,40,mg/kg bw,50,0
120222,10675,40,mg/kg bw,50,0
84407,10696,40,mg/kg bw,50,1
105782,10730,40,mg/kg bw,50,0
105783,10747,40,mg/kg bw,50,1
15036,10996,40,mg/kg bw,50,2
120224,10997,40,mg/kg bw,50,7
120223,10998,40,mg/kg bw,50,0
20124,10999,40,mg/kg bw,50,2
25288,11292,40,mg/kg bw,50,3
15037,11293,40,mg/kg bw,50,6
120225,11294,40,mg/kg bw,50,0
113026,11295,40,mg/kg bw,50,0
113027,11517,40,mg/kg bw,50,0
69926,11518,40,mg/kg bw,50,1
120226,11519,40,mg/kg bw,50,0
77136,11644,40,mg/kg bw,50,1
69927,11658,40,mg/kg bw,50,1
120227,11753,40,mg/kg bw,50,0
98642,11875,40,mg/kg bw,50,1
26927,11954,40,mg/kg bw,50,0
18354,11955,40,mg/kg bw,50,3
84408,12058,40,mg/kg bw,50,0
77137,12145,40,mg/kg bw,50,1
113028,12146,40,mg/kg bw,50,0
120228,12147,40,mg/kg bw,50,0
69928,12330,40,mg/kg bw,50,7
16709,12331,40,mg/kg bw,50,10
98643,12497,40,mg/kg bw,50,3
120230,12498,40,mg/kg bw,50,2
120229,12499,40,mg/kg bw,50,0
84409,12728,40,mg/kg bw,50,0
84410,12729,40,mg/kg bw,50,1
120231,12821,40,mg/kg bw,50,1
105784,12910,40,mg/kg bw,50,0
98644,13115,40,mg/kg bw,50,0
